,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
7084,FRT1ST0014HS0021CN001119,Les musulmans détestent quiconque n'est pas musulman.,"Non, au contraire l'islam promeut l'amour de son prochain, musulman ou non. Humain tout simplement.",Islamophobia,generic,facts,31.0,female,PhD
7085,FRT1ST0014HS0021CN001119P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"Non, au contraire l'islam promeut l'amour de son prochain, musulman ou non. Humain tout simplement.",Islamophobia,generic,facts,31.0,female,PhD
7086,FRT1ST0014HS0021CN001119P2,Les musulmans ne sont pas tolérants aux autres religions.,"Non, au contraire l'islam promeut l'amour de son prochain, musulman ou non. Humain tout simplement.",Islamophobia,generic,facts,31.0,female,PhD
7087,FRT1ST0014HS0021CN001119T1,Muslims hate anyone who is not Muslim.,"No, on the contrary Islam promotes the love of his neighbor, a Muslim or not. Simply human.",Islamophobia,generic,facts,,,
7088,FRT1ST0014HS0021CN001120,Les musulmans détestent quiconque n'est pas musulman.,INFOX,Islamophobia,generic,other,37.0,male,Less than high school
7089,FRT1ST0014HS0021CN001120P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,INFOX,Islamophobia,generic,other,37.0,male,Less than high school
7090,FRT1ST0014HS0021CN001120P2,Les musulmans ne sont pas tolérants aux autres religions.,INFOX,Islamophobia,generic,other,37.0,male,Less than high school
7091,FRT1ST0014HS0021CN001120T1,Muslims hate anyone who is not Muslim.,Fake News.,Islamophobia,generic,other,,,
7092,FRT1ST0014HS0021CN001121,Les musulmans détestent quiconque n'est pas musulman.,C'est faux la religion musulmane et la plus fraternelle des religion pour tous le Monde.,Islamophobia,generic,facts,29.0,male,High school
7093,FRT1ST0014HS0021CN001121P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,C'est faux la religion musulmane et la plus fraternelle des religion pour tous le Monde.,Islamophobia,generic,facts,29.0,male,High school
7094,FRT1ST0014HS0021CN001121P2,Les musulmans ne sont pas tolérants aux autres religions.,This is not true about the Muslim religion and the most fraternal of religions for all the world.,Islamophobia,generic,facts,29.0,male,High school
7095,FRT1ST0014HS0021CN001121T1,Muslims hate anyone who is not Muslim.,This is false Islam and most fraternal of religion for all the world.,Islamophobia,generic,facts,,,
7096,FRT1ST0014HS0021CN001122,Les musulmans détestent quiconque n'est pas musulman.,Faux! Renseigner vous sur l'islam.,Islamophobia,generic,denouncing,28.0,male,Master
7097,FRT1ST0014HS0021CN001122P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Faux! Renseigner vous sur l'islam.,Islamophobia,generic,denouncing,28.0,male,Master
7098,FRT1ST0014HS0021CN001122P2,Les musulmans ne sont pas tolérants aux autres religions.,Faux! Renseigner vous sur l'islam.,Islamophobia,generic,denouncing,28.0,male,Master
7099,FRT1ST0014HS0021CN001122T1,Muslims hate anyone who is not Muslim.,False! Inquire about Islam.,Islamophobia,generic,denouncing,,,
7100,FRT1ST0014HS0021CN001123,Les musulmans détestent quiconque n'est pas musulman.,Faux. L'école de la république nous apprends la tolérance et le vivre ensemble. J'ai eu cette chance d'y passer quelques années.,Islamophobia,generic,"facts , hypocrisy",34.0,male,Master
7101,FRT1ST0014HS0021CN001123P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Faux. L'école de la république nous apprends la tolérance et le vivre ensemble. J'ai eu cette chance d'y passer quelques années.,Islamophobia,generic,"facts , hypocrisy",34.0,male,Master
7102,FRT1ST0014HS0021CN001123P2,Les musulmans ne sont pas tolérants aux autres religions.,Faux. L'école de la république nous apprends la tolérance et le vivre ensemble. J'ai eu cette chance d'y passer quelques années.,Islamophobia,generic,"facts , hypocrisy",34.0,male,Master
7103,FRT1ST0014HS0021CN001123T1,Muslims hate anyone who is not Muslim.,Wrong. The school of the republic teaches us tolerance and living together. I had the chance to spend a few years there.,Islamophobia,generic,"facts , hypocrisy",,,
7104,FRT1ST0014HS0021CN001124,Les musulmans détestent quiconque n'est pas musulman.,"J'ai grandi dans un quartier avec des français, italiens , portugais, turques, vietnamiens,. Qu'est je que j'ai pu les détester. Mais je les ai encore plus aimé!",Islamophobia,generic,"affiliation , facts",34.0,male,Master
7105,FRT1ST0014HS0021CN001124P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"J'ai grandi dans un quartier avec des français, italiens , portugais, turques, vietnamiens,. Qu'est je que j'ai pu les détester. Mais je les ai encore plus aimé!",Islamophobia,generic,"affiliation , facts",34.0,male,Master
7106,FRT1ST0014HS0021CN001124P2,Les musulmans ne sont pas tolérants aux autres religions.,"J'ai grandi dans un quartier avec des français, italiens , portugais, turques, vietnamiens,. Qu'est je que j'ai pu les détester. Mais je les ai encore plus aimé!",Islamophobia,generic,"affiliation , facts",34.0,male,Master
7107,FRT1ST0014HS0021CN001124T1,Muslims hate anyone who is not Muslim.,"I grew up in a neighborhood with French, Italian, Portuguese, Turkish, Vietnamese,. How could I have hated them? Instead I loved them even more!",Islamophobia,generic,"affiliation , facts",,,
7108,FRT1ST0014HS0021CN001125,Les musulmans détestent quiconque n'est pas musulman.,Les musulmans ont combattus pendant les 2 guerres en France et ont aider à rebâtir la France mais ça c est parce qu'ils détestent les Français.,Islamophobia,generic,facts,34.0,male,Master
7109,FRT1ST0014HS0021CN001125P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les musulmans ont combattus pendant les 2 guerres en France et ont aider à rebâtir la France mais ça c est parce qu'ils détestent les Français.,Islamophobia,generic,facts,34.0,male,Master
7110,FRT1ST0014HS0021CN001125P2,Les musulmans ne sont pas tolérants aux autres religions.,Les musulmans ont combattus pendant les 2 guerres en France et ont aider à rebâtir la France mais ça c est parce qu'ils détestent les Français.,Islamophobia,generic,facts,34.0,male,Master
7111,FRT1ST0014HS0021CN001125T1,Muslims hate anyone who is not Muslim.,Muslims fought 2 wars in France and helped to rebuild France but that's because they hate the French.,Islamophobia,generic,facts,,,
7112,FRT1ST0014HS0021CN001126,Les musulmans détestent quiconque n'est pas musulman.,L'islam est une religion de tolérance et de paix.,Islamophobia,generic,facts,34.0,male,Master
7113,FRT1ST0014HS0021CN001126P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,L'islam est une religion de tolérance et de paix.,Islamophobia,generic,facts,34.0,male,Master
7114,FRT1ST0014HS0021CN001126P2,Les musulmans ne sont pas tolérants aux autres religions.,L'islam est une religion de tolérance et de paix.,Islamophobia,generic,facts,34.0,male,Master
7115,FRT1ST0014HS0021CN001126T1,Muslims hate anyone who is not Muslim.,Islam is a religion of tolerance and peace.,Islamophobia,generic,facts,,,
7116,FRT1ST0014HS0021CN001127,Les musulmans détestent quiconque n'est pas musulman.,Moi je suis musulman et je t'aime ;-),Islamophobia,generic,"hypocrisy , positive",34.0,male,Master
7117,FRT1ST0014HS0021CN001127P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Moi je suis musulman et je t'aime ;-),Islamophobia,generic,"hypocrisy , positive",34.0,male,Master
7118,FRT1ST0014HS0021CN001127P2,Les musulmans ne sont pas tolérants aux autres religions.,Moi je suis musulman et je t'aime ;-),Islamophobia,generic,"hypocrisy , positive",34.0,male,Master
7119,FRT1ST0014HS0021CN001127T1,Muslims hate anyone who is not Muslim.,I am a Muslim and I love you ;-),Islamophobia,generic,"hypocrisy , positive",,,
7120,FRT1ST0014HS0021CN001128,Les musulmans détestent quiconque n'est pas musulman.,Les médias et toujours les médias.,Islamophobia,generic,other,50.0,female,Bachelor
7121,FRT1ST0014HS0021CN001128P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les médias et toujours les médias.,Islamophobia,generic,other,50.0,female,Bachelor
7122,FRT1ST0014HS0021CN001128P2,Les musulmans ne sont pas tolérants aux autres religions.,Les médias et toujours les médias.,Islamophobia,generic,other,50.0,female,Bachelor
7123,FRT1ST0014HS0021CN001128T1,Muslims hate anyone who is not Muslim.,The media and the media always.,Islamophobia,generic,other,,,
7124,FRT1ST0014HS0021CN001129,Les musulmans détestent quiconque n'est pas musulman.,Média : diviser!,Islamophobia,generic,other,50.0,female,Bachelor
7125,FRT1ST0014HS0021CN001129P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Média : diviser!,Islamophobia,generic,other,50.0,female,Bachelor
7126,FRT1ST0014HS0021CN001129P2,Les musulmans ne sont pas tolérants aux autres religions.,Média : diviser!,Islamophobia,generic,other,50.0,female,Bachelor
7127,FRT1ST0014HS0021CN001129T1,Muslims hate anyone who is not Muslim.,Media: divide!,Islamophobia,generic,other,,,
7128,FRT1ST0014HS0021CN001130,Les musulmans détestent quiconque n'est pas musulman.,Média : véhiculer la peur des musulmans.,Islamophobia,generic,other,50.0,female,Bachelor
7129,FRT1ST0014HS0021CN001130P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Média : véhiculer la peur des musulmans.,Islamophobia,generic,other,50.0,female,Bachelor
7130,FRT1ST0014HS0021CN001130P2,Les musulmans ne sont pas tolérants aux autres religions.,Média : véhiculer la peur des musulmans.,Islamophobia,generic,other,50.0,female,Bachelor
7131,FRT1ST0014HS0021CN001130T1,Muslims hate anyone who is not Muslim.,Media: spreading fear of Muslims.,Islamophobia,generic,other,,,
7132,FRT1ST0014HS0021CN001131,Les musulmans détestent quiconque n'est pas musulman.,C'est plutôt le contraire.,Islamophobia,generic,other,36.0,female,Some university without degree
7133,FRT1ST0014HS0021CN001131P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,C'est plutôt le contraire.,Islamophobia,generic,other,36.0,female,Some university without degree
7134,FRT1ST0014HS0021CN001131P2,Les musulmans ne sont pas tolérants aux autres religions.,C'est plutôt le contraire.,Islamophobia,generic,other,36.0,female,Some university without degree
7135,FRT1ST0014HS0021CN001131T1,Muslims hate anyone who is not Muslim.,Quite the contrary.,Islamophobia,generic,other,,,
7136,FRT1ST0014HS0021CN001132,Les musulmans détestent quiconque n'est pas musulman.,Ces propos incitent à la haine et sont puni par la loi.,Islamophobia,generic,"consequences , denouncing",36.0,female,Master
7137,FRT1ST0014HS0021CN001132P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ces propos incitent à la haine et sont puni par la loi.,Islamophobia,generic,"consequences , denouncing",36.0,female,Master
7138,FRT1ST0014HS0021CN001132P2,Les musulmans ne sont pas tolérants aux autres religions.,Ces propos incitent à la haine et sont puni par la loi.,Islamophobia,generic,"consequences , denouncing",36.0,female,Master
7139,FRT1ST0014HS0021CN001132T1,Muslims hate anyone who is not Muslim.,These statements incite hatred and are punishable by law.,Islamophobia,generic,"consequences , denouncing",,,
7140,FRT1ST0014HS0021CN001133,Les musulmans détestent quiconque n'est pas musulman.,Ces propos sont racistes.,Islamophobia,generic,denouncing,36.0,female,Master
7141,FRT1ST0014HS0021CN001133P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ces propos sont racistes.,Islamophobia,generic,denouncing,36.0,female,Master
7142,FRT1ST0014HS0021CN001133P2,Les musulmans ne sont pas tolérants aux autres religions.,Ces propos sont racistes.,Islamophobia,generic,denouncing,36.0,female,Master
7143,FRT1ST0014HS0021CN001133T1,Muslims hate anyone who is not Muslim.,These remarks are racist.,Islamophobia,generic,denouncing,,,
7144,FRT1ST0014HS0021CN001134,Les musulmans détestent quiconque n'est pas musulman.,Le respect des autres est la base du vivre ensemble et l'islam respecte tout le monde.,Islamophobia,generic,facts,36.0,female,Master
7145,FRT1ST0014HS0021CN001134P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Le respect des autres est la base du vivre ensemble et l'islam respecte tout le monde.,Islamophobia,generic,facts,36.0,female,Master
7146,FRT1ST0014HS0021CN001134P2,Les musulmans ne sont pas tolérants aux autres religions.,Le respect des autres est la base du vivre ensemble et l'islam respecte tout le monde.,Islamophobia,generic,facts,36.0,female,Master
7147,FRT1ST0014HS0021CN001134T1,Muslims hate anyone who is not Muslim.,Respect for others is the basis of living together and Islam respects everyone.,Islamophobia,generic,facts,,,
7148,FRT1ST0014HS0021CN001135,Les musulmans détestent quiconque n'est pas musulman.,Les préjugés menent à la haine.,Islamophobia,generic,denouncing,36.0,female,Master
7149,FRT1ST0014HS0021CN001135P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les préjugés menent à la haine.,Islamophobia,generic,denouncing,36.0,female,Master
7150,FRT1ST0014HS0021CN001135P2,Les musulmans ne sont pas tolérants aux autres religions.,Les préjugés menent à la haine.,Islamophobia,generic,denouncing,36.0,female,Master
7151,FRT1ST0014HS0021CN001135T1,Muslims hate anyone who is not Muslim.,Prejudice leads to hate.,Islamophobia,generic,denouncing,,,
7152,FRT1ST0014HS0021CN001136,Les musulmans détestent quiconque n'est pas musulman.,L'islam est une religion de paix.,Islamophobia,generic,facts,36.0,female,Master
7153,FRT1ST0014HS0021CN001136P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,L'islam est une religion de paix.,Islamophobia,generic,facts,36.0,female,Master
7154,FRT1ST0014HS0021CN001136P2,Les musulmans ne sont pas tolérants aux autres religions.,L'islam est une religion de paix.,Islamophobia,generic,facts,36.0,female,Master
7155,FRT1ST0014HS0021CN001136T1,Muslims hate anyone who is not Muslim.,Islam is a religion of peace.,Islamophobia,generic,facts,,,
7156,FRT1ST0014HS0021CN001137,Les musulmans détestent quiconque n'est pas musulman.,Donc un converti apprend à détester ses proches?,Islamophobia,generic,"hypocrisy , question",41.0,male,Less than high school
7157,FRT1ST0014HS0021CN001137P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Donc un converti apprend à détester ses proches?,Islamophobia,generic,"hypocrisy , question",41.0,male,Less than high school
7158,FRT1ST0014HS0021CN001137P2,Les musulmans ne sont pas tolérants aux autres religions.,Donc un converti apprend à détester ses proches?,Islamophobia,generic,"hypocrisy , question",41.0,male,Less than high school
7159,FRT1ST0014HS0021CN001137T1,Muslims hate anyone who is not Muslim.,So a convert learns to hate his loved ones?,Islamophobia,generic,"hypocrisy , question",,,
7160,FRT1ST0014HS0021CN001138,Les musulmans détestent quiconque n'est pas musulman.,Les musulmans prennent pour exemple un homme qui a respecté son oncle qui était non croyant et qui a respecté tout ses engagements envers des nons musulmans.,Islamophobia,generic,facts,41.0,male,Less than high school
7161,FRT1ST0014HS0021CN001138P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les musulmans prennent pour exemple un homme qui a respecté son oncle qui était non croyant et qui a respecté tout ses engagements envers des nons musulmans.,Islamophobia,generic,facts,41.0,male,Less than high school
7162,FRT1ST0014HS0021CN001138P2,Les musulmans ne sont pas tolérants aux autres religions.,Les musulmans prennent pour exemple un homme qui a respecté son oncle qui était non croyant et qui a respecté tout ses engagements envers des nons musulmans.,Islamophobia,generic,facts,41.0,male,Less than high school
7163,FRT1ST0014HS0021CN001138T1,Muslims hate anyone who is not Muslim.,Muslims take as an example a man who respected his uncle who was not a believer and who respected all his commitments to non-Muslim.,Islamophobia,generic,facts,,,
7164,FRT1ST0014HS0021CN001139,Les musulmans détestent quiconque n'est pas musulman.,Ces l'image erroné qui vous fait peur.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7165,FRT1ST0014HS0021CN001139P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ces l'image erroné qui vous fait peur.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7166,FRT1ST0014HS0021CN001139P2,Les musulmans ne sont pas tolérants aux autres religions.,Ces l'image erroné qui vous fait peur.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7167,FRT1ST0014HS0021CN001139T1,Muslims hate anyone who is not Muslim.,These are the wrong images that frighten you.,Islamophobia,generic,denouncing,,,
7168,FRT1ST0014HS0021CN001140,Les musulmans détestent quiconque n'est pas musulman.,Ces tout le contraires.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7169,FRT1ST0014HS0021CN001140P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ces tout le contraires.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7170,FRT1ST0014HS0021CN001140P2,Les musulmans ne sont pas tolérants aux autres religions.,Ces tout le contraires.,Islamophobia,generic,denouncing,37.0,male,Some university without degree
7171,FRT1ST0014HS0021CN001140T1,Muslims hate anyone who is not Muslim.,These are all the opposites.,Islamophobia,generic,denouncing,,,
7172,FRT1ST0014HS0021CN001141,Les musulmans détestent quiconque n'est pas musulman.,Je vous invite chez moi et vous en ressortirez avec de nouvelle connaissance.,Islamophobia,generic,other,37.0,male,Some university without degree
7173,FRT1ST0014HS0021CN001141P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Je vous invite chez moi et vous en ressortirez avec de nouvelle connaissance.,Islamophobia,generic,other,37.0,male,Some university without degree
7174,FRT1ST0014HS0021CN001141P2,Les musulmans ne sont pas tolérants aux autres religions.,Je vous invite chez moi et vous en ressortirez avec de nouvelle connaissance.,Islamophobia,generic,other,37.0,male,Some university without degree
7175,FRT1ST0014HS0021CN001141T1,Muslims hate anyone who is not Muslim.,I invite you to my home and you come away with new knowledge.,Islamophobia,generic,other,,,
7176,FRT1ST0014HS0021CN001142,Les musulmans détestent quiconque n'est pas musulman.,La seul Façon d'être sur de vos propos ces de rencontre un musulman et de lui en parle et cela changera votre état d'esprir.,Islamophobia,generic,facts,37.0,male,Some university without degree
7177,FRT1ST0014HS0021CN001142P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,La seul Façon d'être sur de vos propos ces de rencontre un musulman et de lui en parle et cela changera votre état d'esprir.,Islamophobia,generic,facts,37.0,male,Some university without degree
7178,FRT1ST0014HS0021CN001142P2,Les musulmans ne sont pas tolérants aux autres religions.,La seul Façon d'être sur de vos propos ces de rencontre un musulman et de lui en parle et cela changera votre état d'esprir.,Islamophobia,generic,facts,37.0,male,Some university without degree
7179,FRT1ST0014HS0021CN001142T1,Muslims hate anyone who is not Muslim.,The only way to be sure of what you are saying is to meet a Muslim and talk to him about it and it will change your state of hope.,Islamophobia,generic,facts,,,
7180,FRT1ST0014HS0021CN001143,Les musulmans détestent quiconque n'est pas musulman.,Par definitîon le musulman aime la vie et les gens qui la compose.,Islamophobia,generic,facts,37.0,male,Some university without degree
7181,FRT1ST0014HS0021CN001143P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Par definitîon le musulman aime la vie et les gens qui la compose.,Islamophobia,generic,facts,37.0,male,Some university without degree
7182,FRT1ST0014HS0021CN001143P2,Les musulmans ne sont pas tolérants aux autres religions.,Par definitîon le musulman aime la vie et les gens qui la compose.,Islamophobia,generic,facts,37.0,male,Some university without degree
7183,FRT1ST0014HS0021CN001143T1,Muslims hate anyone who is not Muslim.,By definition the Muslim love life and the people who compose it.,Islamophobia,generic,facts,,,
7184,FRT1ST0014HS0021CN001144,Les musulmans détestent quiconque n'est pas musulman.,La peur de l'inconnu.,Islamophobia,generic,other,38.0,male,PhD
7185,FRT1ST0014HS0021CN001144P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,La peur de l'inconnu.,Islamophobia,generic,other,38.0,male,PhD
7186,FRT1ST0014HS0021CN001144P2,Les musulmans ne sont pas tolérants aux autres religions.,La peur de l'inconnu.,Islamophobia,generic,other,38.0,male,PhD
7187,FRT1ST0014HS0021CN001144T1,Muslims hate anyone who is not Muslim.,The fear of the unknown.,Islamophobia,generic,other,,,
7188,FRT1ST0014HS0021CN001145,Les musulmans détestent quiconque n'est pas musulman.,L'islam prône la tolérance et le respect vis à vis des non musulmans.,Islamophobia,generic,facts,31.0,male,PhD
7189,FRT1ST0014HS0021CN001145P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,L'islam prône la tolérance et le respect vis à vis des non musulmans.,Islamophobia,generic,facts,31.0,male,PhD
7190,FRT1ST0014HS0021CN001145P2,Les musulmans ne sont pas tolérants aux autres religions.,L'islam prône la tolérance et le respect vis à vis des non musulmans.,Islamophobia,generic,facts,31.0,male,PhD
7191,FRT1ST0014HS0021CN001145T1,Muslims hate anyone who is not Muslim.,Islam advocates tolerance and respect vis-à-vis non-Muslims.,Islamophobia,generic,facts,,,
7192,FRT1ST0014HS0021CN001146,Les musulmans détestent quiconque n'est pas musulman.,"Faux la religion musulmane n'a jamais rejeté qui que ce soit, la religion musulmane n'est pas uniquement faite pour les maghrébins, arabes etc. La religion musulmane est faite pour le monde entier.",Islamophobia,generic,facts,49.0,male,High school
7193,FRT1ST0014HS0021CN001146P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"Faux la religion musulmane n'a jamais rejeté qui que ce soit, la religion musulmane n'est pas uniquement faite pour les maghrébins, arabes etc. La religion musulmane est faite pour le monde entier.",Islamophobia,generic,facts,49.0,male,High school
7194,FRT1ST0014HS0021CN001146P2,Les musulmans ne sont pas tolérants aux autres religions.,"Faux la religion musulmane n'a jamais rejeté qui que ce soit, la religion musulmane n'est pas uniquement faite pour les maghrébins, arabes etc. La religion musulmane est faite pour le monde entier.",Islamophobia,generic,facts,49.0,male,High school
7195,FRT1ST0014HS0021CN001146T1,Muslims hate anyone who is not Muslim.,"False Islam never rejected anyone, Islam is not only made for Maghreb, Arab, etc. The Muslim religion is for the world.",Islamophobia,generic,facts,,,
7196,FRT1ST0014HS0021CN001147,Les musulmans détestent quiconque n'est pas musulman.,D ou tenez vous ces propos?,Islamophobia,generic,question,32.0,female,Bachelor
7197,FRT1ST0014HS0021CN001147P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,D ou tenez vous ces propos?,Islamophobia,generic,question,32.0,female,Bachelor
7198,FRT1ST0014HS0021CN001147P2,Les musulmans ne sont pas tolérants aux autres religions.,D ou tenez vous ces propos?,Islamophobia,generic,question,32.0,female,Bachelor
7199,FRT1ST0014HS0021CN001147T1,Muslims hate anyone who is not Muslim.,From where do you get this opinion?,Islamophobia,generic,question,,,
7200,FRT1ST0014HS0021CN001148,Les musulmans détestent quiconque n'est pas musulman.,Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,Islamophobia,generic,other,32.0,female,Bachelor
7201,FRT1ST0014HS0021CN001148P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,Islamophobia,generic,other,32.0,female,Bachelor
7202,FRT1ST0014HS0021CN001148P2,Les musulmans ne sont pas tolérants aux autres religions.,Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,Islamophobia,generic,other,32.0,female,Bachelor
7203,FRT1ST0014HS0021CN001148T1,Muslims hate anyone who is not Muslim.,We'll have to open a Koran before speaking in the name of Islam and especially during review your history.,Islamophobia,generic,other,,,
7204,FRT1ST0014HS0021CN001149,Les musulmans détestent quiconque n'est pas musulman.,"L Islam signifie paix en arabe. Comment une religion avec un nom pareil peut vouloir discriminer une partie de gens qui parce qu elle n est pas musulman doit être détester encore. Une chose le premier lot du coran qui a été relevé c est ""lis"" il va falloir s y mettre au lieu de raconter des bêtises.",Islamophobia,generic,facts,32.0,female,Bachelor
7205,FRT1ST0014HS0021CN001149P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"L Islam signifie paix en arabe. Comment une religion avec un nom pareil peut vouloir discriminer une partie de gens qui parce qu elle n est pas musulman doit être détester encore. Une chose le premier lot du coran qui a été relevé c est ""lis"" il va falloir s y mettre au lieu de raconter des bêtises.",Islamophobia,generic,facts,32.0,female,Bachelor
7206,FRT1ST0014HS0021CN001149P2,Les musulmans ne sont pas tolérants aux autres religions.,"L Islam signifie paix en arabe. Comment une religion avec un nom pareil peut vouloir discriminer une partie de gens qui parce qu elle n est pas musulman doit être détester encore. Une chose le premier lot du coran qui a été relevé c est ""lis"" il va falloir s y mettre au lieu de raconter des bêtises.",Islamophobia,generic,facts,32.0,female,Bachelor
7207,FRT1ST0014HS0021CN001149T1,Muslims hate anyone who is not Muslim.,"Islam means peace in Arabic. How can a religion with such a name want to discriminate against a part of people who because they are not Muslim must still hate it? One thing the first batch of the Koran that has been identified is ""read"" it will have to start instead of telling nonsense.",Islamophobia,generic,facts,,,
7208,FRT1ST0014HS0021CN001150,Les musulmans détestent quiconque n'est pas musulman.,Un bon musulman ne déteste personne il se doit d être bon Généreux et respectueux de quiconque et laisser la liberté a chacun de faire ses choix il faut se renseigner sur les piliers de cette croyance 1vabt de faire des raccourcis racistes.,Islamophobia,generic,facts,32.0,female,Bachelor
7209,FRT1ST0014HS0021CN001150P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Un bon musulman ne déteste personne il se doit d être bon Généreux et respectueux de quiconque et laisser la liberté a chacun de faire ses choix il faut se renseigner sur les piliers de cette croyance 1vabt de faire des raccourcis racistes.,Islamophobia,generic,facts,32.0,female,Bachelor
7210,FRT1ST0014HS0021CN001150P2,Les musulmans ne sont pas tolérants aux autres religions.,Un bon musulman ne déteste personne il se doit d être bon Généreux et respectueux de quiconque et laisser la liberté a chacun de faire ses choix il faut se renseigner sur les piliers de cette croyance 1vabt de faire des raccourcis racistes.,Islamophobia,generic,facts,32.0,female,Bachelor
7211,FRT1ST0014HS0021CN001150T1,Muslims hate anyone who is not Muslim.,"A good Muslim does not hate anyone, he must be generous and respectful of everyone and let everyone have the freedom to make his choices. We must learn about the pillars of this 1vabt belief of making racist shortcuts.",Islamophobia,generic,facts,,,
7212,FRT1ST0014HS0021CN001151,Les musulmans détestent quiconque n'est pas musulman.,"Faux, essayer de côtoyer des musulmans et vous verrez.",Islamophobia,generic,facts,45.0,female,Bachelor
7213,FRT1ST0014HS0021CN001151P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"Faux, essayer de côtoyer des musulmans et vous verrez.",Islamophobia,generic,facts,45.0,female,Bachelor
7214,FRT1ST0014HS0021CN001151P2,Les musulmans ne sont pas tolérants aux autres religions.,"Faux, essayer de côtoyer des musulmans et vous verrez.",Islamophobia,generic,facts,45.0,female,Bachelor
7215,FRT1ST0014HS0021CN001151T1,Muslims hate anyone who is not Muslim.,"Wrong, try to be around Muslims and you'll see.",Islamophobia,generic,facts,,,
7216,FRT1ST0014HS0021CN001152,Les musulmans détestent quiconque n'est pas musulman.,Allah impose à chacun d'aimer son prochain.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7217,FRT1ST0014HS0021CN001152P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Allah impose à chacun d'aimer son prochain.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7218,FRT1ST0014HS0021CN001152P2,Les musulmans ne sont pas tolérants aux autres religions.,Allah impose à chacun d'aimer son prochain.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7219,FRT1ST0014HS0021CN001152T1,Muslims hate anyone who is not Muslim.,Allah requires everyone to love his neighbor.,Islamophobia,generic,"facts , hypocrisy",,,
7220,FRT1ST0014HS0021CN001153,Les musulmans détestent quiconque n'est pas musulman.,Ils cherchent plutôt à leur faire comprendre ou accepter leur religion.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7221,FRT1ST0014HS0021CN001153P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ils cherchent plutôt à leur faire comprendre ou accepter leur religion.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7222,FRT1ST0014HS0021CN001153P2,Les musulmans ne sont pas tolérants aux autres religions.,Ils cherchent plutôt à leur faire comprendre ou accepter leur religion.,Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7223,FRT1ST0014HS0021CN001153T1,Muslims hate anyone who is not Muslim.,"Rather, they seek to make them understand or accept their religion.",Islamophobia,generic,"facts , hypocrisy",,,
7224,FRT1ST0014HS0021CN001154,Les musulmans détestent quiconque n'est pas musulman.,"L'histoire des juifs prouve le contraire. Ce sont les musulmans qui ont assuré leur protection quand des ""catholiques"" les pourchassaient et voulaient les exterminer.",Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
