,label,text,dataset
1485,1,MarineAssassin Hey Brianne - get in the kitchen and make me a samich. Chop Chop,hate_1_prepped.csv
1486,0,"Piper65 @MarineAssassin ROFLMAO!!!! I just laughed so hard that I sprayed my keyboard with coffee. I was having a really crappy day, and then I read your post. Thank you for putting a smile on my face!!!",hate_1_prepped.csv
1487,0,smaio @MarineAssassin That stuff is funny dont care who ya are,hate_1_prepped.csv
1488,0,MarineAssassin White guilt is strong with grubers. HA HA,hate_1_prepped.csv
1489,1,"justmary I'm sure its getting some weird satisfaction in the attention this is garnering it. Maybe its parents ignored it. whatever, it's a creepy thing to say and speaks volumes about its own lack of intelligence, character and compassion. I feel sorry for it actually.",hate_1_prepped.csv
1490,1,"MarineAssassin @justmary In nature, it's parents would have killed it.",hate_1_prepped.csv
1491,0,OAFU @justmary Her parents didn't have ANY kids that lived....,hate_1_prepped.csv
1492,0,mylord What does the thing think about the little black boy that got into the gorilla cage??? Black privilege?,hate_1_prepped.csv
1493,0,VivianLee @mylord She supported the gorilla.,hate_1_prepped.csv
1494,1,Silvertiger27 This is what we're up against. Good to know our enemy. Only a small step from thinking like this to gas chambers.,hate_1_prepped.csv
1495,1,"BTOBY Feminist my foot, this person is a man. Not much of one but a man nevertheless. I don't know what his end game is but he's off his rocker.",hate_1_prepped.csv
1496,1,riposte1111 The good news is that she won't be breeding...we hope.,hate_1_prepped.csv
1497,1,Joe Methuen Feminism is cancer,hate_1_prepped.csv
1498,0,"synical5 I do not pay attention to anybody who uses ""Anonymity"" to cover their cowardly remarks. If you are going to blast somebody, use your name and Man/Girl up. Don't hide in Mommy's basement.",hate_1_prepped.csv
1499,0,fyoozhuhn @synical5 so synical5 is your given name...,hate_1_prepped.csv
1500,1,"equinoxranch “Brienne of Snarth”, have the courage to crawl out from under the cess ridden rock you slither beneath and I promise you, I will show you what ""white privilege"" IS all about..............",hate_1_prepped.csv
1501,0,"philtbn007 There are others who stand with you, beside you, and as Soldiers, in Front Of You, against such social anarchary. People who would start up such hatred will destroy this country if allowed to, and Our Oath will not permit that. Now or ever...",hate_1_prepped.csv
1502,1,LeviWood Can't Understand Normal Thinking,hate_1_prepped.csv
1503,0,ozart @LeviWood Nice play on the acronym.....,hate_1_prepped.csv
1504,1,"CobyJ Feminist eat their own, what did u expect?",hate_1_prepped.csv
1505,1,fatboyhd2k Too bad here parents didn't consider abortion,hate_1_prepped.csv
1506,1,VivianLee @fatboyhd2k I think the parents had a failed abortion--only it's brain was aborted--the body stayed. That's why it's the way it is.,hate_1_prepped.csv
1507,1,allriledup More proof that feminists are no fun. This one's also a racist.,hate_1_prepped.csv
1508,0,"greggebhardt Some people need to be ""put down"" for the sake of what humanity is left!",hate_1_prepped.csv
1509,0,"Carl Morris A rude, hateful comment from a feminist about the tragic death of a little boy?!! Noooo!!! What a shock.",hate_1_prepped.csv
1510,0,JohnRader The woman appears to be living proof that God has a sense of humor.,hate_1_prepped.csv
1511,1,"RicoCopa Someone will dox the snarky Snarth. It's only a matter of time. Then it will be ""later, gator"" for her. That is, her anonymity will be eaten alive. Then see how brave she is. Compassion is to feminism as food is to stool.",hate_1_prepped.csv
1512,0,jpgpro3 i blame the parents for this childs death putting him in a no swimming area of water when he could ave just went in the main pool where the water is heated instead of the lagoon which was cold,hate_1_prepped.csv
1513,0,venytomate @jpgpro3 That and $5 will get you a cup of coffee. I blame you. You were not there...it's amazing how people like you always have an opinion and usually it's ill informed and wrong.,hate_1_prepped.csv
1514,0,"Steven1963 @venytomate @jpgpro3 The parents were 30 feet away from the child, it was their fault! His opinion isn't ill informed or wrong, it's spot on! You don't leave a 2 year old playing in water!",hate_1_prepped.csv
1515,1,"rickburgoon A gay transgender guy posing as a feminist with skin as white as alabaster and whose occupation is writing in 144 characters is considered influential because like 10,000 like minded white people find her/him/it fascinating....now THAT is white privileged because surely no black man or Hispanic man could ever pull this off U Go Gurl?Boy?It",hate_1_prepped.csv
1516,1,girlscout @rickburgoon I thought it was a dude!,hate_1_prepped.csv
1517,0,rickburgoon Can we help her overcome her white privilege...and toss her to a gator.,hate_1_prepped.csv
1518,1,stimmy @rickburgoon I'll bet the gator likes white and dark meat.,hate_1_prepped.csv
1519,1,"riposte1111 @rickburgoon I agree...you know, the other thing is this: she is the leader of 11,000 who either woof, or agree, with all of this garbage. Doesn't that make her the founder of a hate group, and all of her followers members of a hate group? Last time I checked, if a white male posted these things and had such a following, certainly this would be considered hate speech, would it not?",hate_1_prepped.csv
1520,1,"OAFU @rickburgoon That would be unfair to the gator, unlike lions do after eating natives, gators are unable to lick their arises afterwards to get rid of the taste...",hate_1_prepped.csv
1521,0,"philtbn007 Refers to herself as a ""Social Justice"" activist, and then spouts THIS? WHO IN THEIR RIGHT MIND would follow this dim-wit?? Nobody, that's who...",hate_1_prepped.csv
1522,0,jarhead7052 @philtbn007 10000 nobodys,hate_1_prepped.csv
1523,1,"toorotten No, 10000 Loose nuts off their meds!",hate_1_prepped.csv
1524,1,randwolf13 Just another ugly leftist.,hate_1_prepped.csv
1525,1,"creatingfalserealitiesleadstoinsanity @randwolf13 True. Most leftists ,esp female leftists have a violent hatred towards pretty women.Gee, I wonder why?????",hate_1_prepped.csv
1526,1,"KhaosDominus First, lets get this straight: a white, gay male pretending to be a feminist ""Brienne"" making senseless, ignorant statements... and this is considered influential? Yes, lets blame this unfortunate act of natural selection on the pretense of white privilege. Because that makes complete sense, like most emotionally charged, poorly thought-out, shallow liberal ideas. The amount of hate spewed by these spiteful, mentally ill people is clear as crystal... yet so few have the courage to call them out for the fact that they are the only ones ""hating"" anything, being intolerant of everyone that doesn't agree with their personal point of view.",hate_1_prepped.csv
1527,1,leftisrighthippy White privilege ...work all your life to take care of people who dont work ....,hate_1_prepped.csv
1528,1,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.",hate_2_prepped.csv
1529,1,In Birmingham there is a school where girls and boys are separeted even if it isn't legal.,hate_2_prepped.csv
1530,1,A school in Birningham is still separating girls from boys. This information come from a Ofsted report. A high court said in 2017 that this type of action is illegal.,hate_2_prepped.csv
1531,1,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,hate_2_prepped.csv
1532,1,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,hate_2_prepped.csv
1533,1,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,hate_2_prepped.csv
1534,1,Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,hate_2_prepped.csv
1535,1,"Is strange that BBC hadn't reported the murder of two men in Paris, they were killed by a Muslim shouting 'Allah Akbar'.",hate_2_prepped.csv
1536,1,"The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.",hate_2_prepped.csv
1537,1,"Only a few people were punished for yesterday violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",hate_2_prepped.csv
1538,1,"All the Muslims should have been punished for yesterday, not only a few. Citizen will take action if the government does not do anything.",hate_2_prepped.csv
1539,1,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",hate_2_prepped.csv
1540,1,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",hate_2_prepped.csv
1541,1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,hate_2_prepped.csv
1542,1,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",hate_2_prepped.csv
1543,1,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,hate_2_prepped.csv
1544,1,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",hate_2_prepped.csv
1545,1,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",hate_2_prepped.csv
1546,1,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",hate_2_prepped.csv
1547,1,These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,hate_2_prepped.csv
1548,1,All crimes that has committed this muslim gang concerns white citizens of England. Only white british are targeted.,hate_2_prepped.csv
1549,1,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,hate_2_prepped.csv
1550,1,Their sacred books command to kill the infidels.,hate_2_prepped.csv
1551,1,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,hate_2_prepped.csv
1552,1,Muslims are the ones who invented the slave trade.,hate_2_prepped.csv
1553,1,Muslims conceived the slave trade.,hate_2_prepped.csv
1554,1,Muslims are the creators of slave trade.,hate_2_prepped.csv
1555,1,"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.",hate_2_prepped.csv
1556,1,"Muslims are staining the world, they are sexual maniacs with psychopathic tendencies. They use their religion as an excuse!",hate_2_prepped.csv
1557,1,"Islam is not a faith, it is a motivation for stupid sexual disturbed persons and for criminals who contaminate the world.",hate_2_prepped.csv
1558,1,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",hate_2_prepped.csv
1559,1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",hate_2_prepped.csv
1560,1,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,hate_2_prepped.csv
1561,1,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.",hate_2_prepped.csv
1562,1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",hate_2_prepped.csv
1563,1,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",hate_2_prepped.csv
1564,1,The world would be a better place without Muslims. They are only killing and raping our children.,hate_2_prepped.csv
1565,1,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,hate_2_prepped.csv
1566,1,"Muslims should not exist in our modern world, because all that they do is violence.",hate_2_prepped.csv
1567,1,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.",hate_2_prepped.csv
1568,1,"British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.",hate_2_prepped.csv
1569,1,"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",hate_2_prepped.csv
1570,1,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",hate_2_prepped.csv
1571,1,"Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?",hate_2_prepped.csv
1572,1,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",hate_2_prepped.csv
1573,1,"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",hate_2_prepped.csv
1574,1,"Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!",hate_2_prepped.csv
1575,1,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",hate_2_prepped.csv
1576,1,"People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!",hate_2_prepped.csv
1577,1,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.",hate_2_prepped.csv
1578,1,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.",hate_2_prepped.csv
1579,1,"This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?",hate_2_prepped.csv
1580,1,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",hate_2_prepped.csv
1581,1,"It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia.",hate_2_prepped.csv
1582,1,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,hate_2_prepped.csv
1583,1,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",hate_2_prepped.csv
1584,1,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",hate_2_prepped.csv
1585,1,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",hate_2_prepped.csv
1586,1,"We do not want to admit that islam isn't a religion, it is only a cult that support murder.",hate_2_prepped.csv
1587,1,"The time to eliminate Islam has come, because it is a murderous cult.",hate_2_prepped.csv
1588,1,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.",hate_2_prepped.csv
1589,1,"The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.",hate_2_prepped.csv
1590,1,"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.",hate_2_prepped.csv
1591,1,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.",hate_2_prepped.csv
1592,1,"Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative.",hate_2_prepped.csv
1593,1,"Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism.",hate_2_prepped.csv
1594,1,A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.),hate_2_prepped.csv
1595,1,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,hate_2_prepped.csv
1596,1,A Muslim is only allied with Allah.,hate_2_prepped.csv
1597,1,"If they love Sharia law so much, why do not they go off and live in a Muslim country?",hate_2_prepped.csv
1598,1,Muslims should stay in their country if they want to follow sharia law.,hate_2_prepped.csv
1599,1,"Muslims love the islamic law so much, then why do not they move in islamic countries?",hate_2_prepped.csv
1600,1,Islam is just a moon cult masquerading as a religion.,hate_2_prepped.csv
1601,1,Islam pretends to be a religion but in reality it is only a moon cult.,hate_2_prepped.csv
1602,1,"Islam is just a pagan cult, that disguises itself as a religion.",hate_2_prepped.csv
1603,1,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",hate_2_prepped.csv
1604,1,"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",hate_2_prepped.csv
1605,1,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.",hate_2_prepped.csv
1606,1,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",hate_2_prepped.csv
1607,1,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,hate_2_prepped.csv
1608,1,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.",hate_2_prepped.csv
1609,1,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,hate_2_prepped.csv
1610,1,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,hate_2_prepped.csv
1611,1,In recent times was made a survey that says that a large part of britons believe that there is a 'fundamental conflict' between Islam and 'british traditions'.,hate_2_prepped.csv
1612,1,"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",hate_2_prepped.csv
1613,1,"Islam and hijab are the same! Islam is oppression, intolerance, chauvinism. Muslims are rapists! I do not like it!",hate_2_prepped.csv
1614,1,"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!",hate_2_prepped.csv
1615,1,Islam is just a nasty stain on humanity.,hate_2_prepped.csv
1616,1,I think islam is staining the humanity.,hate_2_prepped.csv
1617,1,Islam is contaminating humanity.,hate_2_prepped.csv
1618,1,"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values.",hate_2_prepped.csv
1619,1,Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,hate_2_prepped.csv
1620,1,"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.",hate_2_prepped.csv
1621,1,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",hate_2_prepped.csv
1622,1,"Finally a person who represents westerners, we hate Islam!",hate_2_prepped.csv
1623,1,There is people that publicly sentence Islam and Muslims. I respect them! All western citizens do not tolerate this dreadful cult.,hate_2_prepped.csv
1624,1,If the Koran was published today it would be banned as hate speech.,hate_2_prepped.csv
1625,1,If someone wrote the Koran to the present day it would not be allowed.,hate_2_prepped.csv
1626,1,"If the Koran was a current book, it would probably be prohibited as hate speech.",hate_2_prepped.csv
1627,1,There can never be peace wherever there is Islam.,hate_2_prepped.csv
1628,1,Islam and peace cannot coexist!,hate_2_prepped.csv
1629,1,"Where there is Islam, there cannot be peace.",hate_2_prepped.csv
1630,1,All Muslims are incompatible with any Western society.,hate_2_prepped.csv
1631,1,People that live in the West cannot live with Muslims.,hate_2_prepped.csv
1632,1,Western societies are too much civilised to welcome Muslims.,hate_2_prepped.csv
1633,1,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,hate_2_prepped.csv
1634,1,"If you support Islam and Muslims, it is because you do not know what they really are.",hate_2_prepped.csv
1635,1,Only who cannot understand what Islam and Muslims really are can support it.,hate_2_prepped.csv
1636,1,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,hate_2_prepped.csv
1637,1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,hate_2_prepped.csv
1638,1,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",hate_2_prepped.csv
1639,1,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,hate_2_prepped.csv
1640,1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,hate_2_prepped.csv
1641,1,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,hate_2_prepped.csv
1642,1,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",hate_2_prepped.csv
1643,1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",hate_2_prepped.csv
1644,1,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",hate_2_prepped.csv
1645,1,Muslims have nothing to contribute to our society.,hate_2_prepped.csv
1646,1,Muslims cannot add any value to our culture.,hate_2_prepped.csv
1647,1,Muslims do not have nothing useful that can enrich our culture.,hate_2_prepped.csv
1648,1,Using violence to punish another person? Sounds like a muslim issue.,hate_2_prepped.csv
1649,1,Muslims use corporal and cruel punishment on people.,hate_2_prepped.csv
1650,1,Muslims use acts of violence to punish people.,hate_2_prepped.csv
1651,1,Above all Islam is a religion of conquest.,hate_2_prepped.csv
1652,1,Islam purpose is only the conquest.,hate_2_prepped.csv
1653,1,Islam is a religion mostly based on conquest and violence.,hate_2_prepped.csv
1654,1,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",hate_2_prepped.csv
1655,1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,hate_2_prepped.csv
1656,1,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",hate_2_prepped.csv
1657,1,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!",hate_2_prepped.csv
1658,1,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,hate_2_prepped.csv
1659,1,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!",hate_2_prepped.csv
1660,1,Islam is irrational and incompatible with science.,hate_2_prepped.csv
1661,1,Islam cannot get along with science because is illogical.,hate_2_prepped.csv
1662,1,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",hate_2_prepped.csv
1663,1,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",hate_2_prepped.csv
1664,1,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",hate_2_prepped.csv
1665,1,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",hate_2_prepped.csv
1666,1,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?,hate_2_prepped.csv
1667,1,"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't.",hate_2_prepped.csv
1668,1,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,hate_2_prepped.csv
1669,1,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,hate_2_prepped.csv
1670,1,We must send Islamics back to their native countries. They are too different from us.,hate_2_prepped.csv
1671,1,There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.,hate_2_prepped.csv
1672,1,"The world is already lost, but US and UK face challenges from Islam. These are death cult, intolerance, barbarism, freedom, free speech, being gay, quran, jihad.",hate_2_prepped.csv
1673,1,"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!",hate_2_prepped.csv
1674,1,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.",hate_2_prepped.csv
1675,1,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",hate_2_prepped.csv
1676,1,Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,hate_2_prepped.csv
1677,1,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",hate_2_prepped.csv
1678,1,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",hate_2_prepped.csv
1679,1,"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!",hate_2_prepped.csv
1680,1,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want that their religion is respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.",hate_2_prepped.csv
1681,1,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,hate_2_prepped.csv
1682,1,Fgm happens only to girls that have muslims parents!,hate_2_prepped.csv
1683,1,"If a girl has muslim parents, she is at risk of FGM!",hate_2_prepped.csv
1684,1,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,hate_2_prepped.csv
1685,1,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!",hate_2_prepped.csv
1686,1,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!",hate_2_prepped.csv
1687,1,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,hate_2_prepped.csv
1688,1,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,hate_2_prepped.csv
1689,1,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",hate_2_prepped.csv
1690,1,We have been at war with Islam for a thousand years.,hate_2_prepped.csv
1691,1,Our country is fighting a war against Islam for a thousand years.,hate_2_prepped.csv
1692,1,There is a war that involves us and the Muslims thet is lasting for a thousand years.,hate_2_prepped.csv
1693,1,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.",hate_2_prepped.csv
1694,1,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,hate_2_prepped.csv
1695,1,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",hate_2_prepped.csv
1696,1,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,hate_2_prepped.csv
1697,1,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,hate_2_prepped.csv
1698,1,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!",hate_2_prepped.csv
1699,1,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,hate_2_prepped.csv
1700,1,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,hate_2_prepped.csv
1701,1,Muslims and their dreadful cult want to destroy our traditional belief. We must do something now!,hate_2_prepped.csv
1702,1,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,hate_2_prepped.csv
1703,1,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,hate_2_prepped.csv
1704,1,"Islam is camouflaged as a religion, but it has extremist doctrines. This false religion is spreading in our country. This is enough!",hate_2_prepped.csv
1705,1,Islam is a just a repressive ideology that persecutes women and gay people.,hate_2_prepped.csv
1706,1,Islam oppresses and persecutes gay and women.,hate_2_prepped.csv
1707,1,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,hate_2_prepped.csv
1708,1,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?",hate_2_prepped.csv
1709,1,"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on.",hate_2_prepped.csv
1710,1,"It seems that I cannot define Islam as a cult which promote wars and conquers host nations and legitimate this by its scriptures. Can I define them as narrow-minded, prejudiced, sexist and male chauvinist?",hate_2_prepped.csv
1711,1,The vast majority of Muslims are unemployed and refuse to work.,hate_2_prepped.csv
1712,1,Almost all Muslims deliberately decide not to work.,hate_2_prepped.csv
1713,1,Muslims are not inclined in working and for this fact they are unemployed.,hate_2_prepped.csv
1714,1,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",hate_2_prepped.csv
1715,1,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,hate_2_prepped.csv
1716,1,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",hate_2_prepped.csv
1717,1,British citizens can not find a job because of those Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.,hate_2_prepped.csv
1718,1,"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",hate_2_prepped.csv
1719,1,"Muslims are chosen to do a job instead of British citizens, this is unfair. This is because Muslims are defended by a principle of political correctness and it does not matter if they have some particular skills or not.",hate_2_prepped.csv
1720,1,99% of Muslims in the UK are unemployable and refuse to work.,hate_2_prepped.csv
